"Team","Season","Conference","Wins","Losses","Ties","Winning_Pct","Simple_Rating_System","Strength_Of_Schedule","AP_Poll_Preseason_Rank","AP_Poll_Postseason_Rank","AP_Poll_Highest_Rank","SOS","Bowl_Game","AP_High","AP_Post","Coach(es)","Bowl","Bowl_Result","Notes"
"memphis",1976,"Ind",7,4,0,0.636,NA,NA,"Unranked","Unranked","5.71",1.16,NA,NA,NA,"Richard Williamson (7-4)","","","record adjusted to 8-3-0 by NCAA"
"memphis",1975,"Ind",7,4,0,0.636,NA,NA,"Unranked","Unranked","0.75",-0.8,NA,NA,NA,"Richard Williamson (7-4)","","",""
"memphis",1974,"Ind",7,4,0,0.636,NA,NA,"Unranked","Unranked","4.72",-0.37,NA,NA,NA,"Fred Pancoast (7-4)","","",""
"memphis",1973,"Ind",8,3,0,0.727,NA,NA,"Unranked","Unranked","3.74",-3.63,NA,NA,NA,"Fred Pancoast (8-3)","","",""
"memphis",1972,"MVC",5,5,1,0.5,3,2,"0","0.6","-2.95",-2.95,NA,NA,NA,"Fred Pancoast (5-5-1)","","",""
"memphis",1971,"MVC",5,6,0,0.455,2,1,"0","0.667","4.41",1.68,NA,NA,NA,"Billy Murphy (5-6)","Pasadena Bowl","Win",""
"memphis",1970,"MVC",6,4,0,0.6,2,2,"0","0.5","-0.75",-3.85,NA,NA,NA,"Billy Murphy (6-4)","","",""
"memphis",1969,"MVC",8,2,0,0.8,4,0,"0","1","8.59",-0.71,NA,NA,NA,"Billy Murphy (8-2)","","",""
"memphis",1968,"MVC",6,4,0,0.6,4,0,"0","1","8.43",0.43,NA,NA,NA,"Billy Murphy (6-4)","","",""
"memphis",1967,"Ind",6,3,0,0.667,NA,NA,"Unranked","Unranked","8.39",3.06,NA,NA,NA,"Billy Murphy (6-3)","","",""
"memphis",1966,"Ind",7,2,0,0.778,NA,NA,"Unranked","Unranked","5.71",1.93,NA,NA,NA,"Billy Murphy (7-2)","","",""
"memphis",1965,"Ind",5,5,0,0.5,NA,NA,"Unranked","Unranked","3.76",-0.44,NA,NA,NA,"Billy Murphy (5-5)","","",""
"memphis",1964,"Ind",5,4,0,0.556,NA,NA,"Unranked","Unranked","-1.14",-5.92,NA,NA,NA,"Billy Murphy (5-4)","","",""
"memphis",1963,"Ind",9,0,1,0.95,NA,NA,"Unranked","Unranked","11.52",-3.08,NA,NA,NA,"Billy Murphy (9-0-1)","","",""
"memphis",1962,"Ind",8,1,0,0.889,NA,NA,"Unranked","Unranked","7.78",-6.11,NA,NA,NA,"Billy Murphy (8-1)","","",""
"memphis",1961,"Ind",8,2,0,0.8,NA,NA,"Unranked","Unranked","4.54",-11.36,NA,NA,NA,"Billy Murphy (8-2)","","",""
"memphis",1960,"Ind",8,2,0,0.8,NA,NA,"Unranked","Unranked","4.27",-8.93,NA,NA,NA,"Billy Murphy (8-2)","","",""
"mercer",1936,"Ind",3,6,1,0.35,NA,NA,"Unranked","Unranked","-7.53",-5.43,NA,NA,NA,"","","",""
"mercer",1935,"Ind",4,5,0,0.444,NA,NA,"Unranked","Unranked","-7.24",-2.91,NA,NA,NA,"","","",""
"mercer",1934,"Ind",3,6,1,0.35,NA,NA,"Unranked","Unranked","-13.03",-8.73,NA,NA,NA,"","","",""
"mercer",1933,"Ind",4,3,2,0.556,NA,NA,"Unranked","Unranked","1.66",-1.57,NA,NA,NA,"","","",""
"mercer",1925,"Ind",4,5,0,0.444,NA,NA,"Unranked","Unranked","-1.45",0.33,NA,NA,NA,"","","",""
"mercer",1924,"Ind",5,3,2,0.6,NA,NA,"Unranked","Unranked","-1.1",-2.6,NA,NA,NA,"","","",""
"mercer",1923,"Ind",3,6,0,0.333,NA,NA,"Unranked","Unranked","-5.66",-2.77,NA,NA,NA,"","","",""
"mercer",1922,"Ind",5,6,0,0.455,NA,NA,"Unranked","Unranked","-4.7",-2.06,NA,NA,NA,"","","",""
"mercer",1921,"Ind",3,6,0,0.333,NA,NA,"Unranked","Unranked","-1.36",3.19,NA,NA,NA,"","","",""
"mercer",1920,"Ind",2,7,0,0.222,NA,NA,"Unranked","Unranked","-17.99",-7.66,NA,NA,NA,"","","",""
"mercer",1913,"Ind",2,5,1,0.313,NA,NA,"Unranked","Unranked","-4.33",2.54,NA,NA,NA,"","","",""
"mercer",1912,"Ind",5,3,1,0.611,NA,NA,"Unranked","Unranked","2.92",-2.41,NA,NA,NA,"","","",""
"mercer",1911,"Ind",4,5,1,0.45,NA,NA,"Unranked","Unranked","-0.62",-0.22,NA,NA,NA,"","","",""
"mercer",1910,"Ind",6,3,0,0.667,NA,NA,"Unranked","Unranked","5.76",-0.79,NA,NA,NA,"","","",""
"mercer",1909,"Ind",3,4,0,0.429,NA,NA,"Unranked","Unranked","-4.11",0.61,NA,NA,NA,"","","",""
"merchant-marine",1947,"Ind",2,9,0,0.182,NA,NA,"Unranked","Unranked","-23.8",-10.7,NA,NA,NA,"Bill Reinhart (2-9)","","",""
"merchant-marine",1946,"Ind",4,7,0,0.364,NA,NA,"Unranked","Unranked","-11.98",-5.89,NA,NA,NA,"Bill Reinhart (4-7)","","",""
"merchant-marine",1945,"Ind",5,3,0,0.625,NA,NA,"Unranked","Unranked","-5.96",-8.46,NA,NA,NA,"","","",""
"miami-fl",2021,"ACC",7,5,NA,0.583,5,3,"0","0.625","5.09",3.26,14,14,NA,"Manny Diaz (7-5), Jess Simpson (0-0)","","",""
"miami-fl",2020,"ACC",8,3,0,0.727,7,2,"0","0.778","6.56",1.47,NA,7,22,"Manny Diaz (8-3)","Cheez-It Bowl","Loss",""
"miami-fl",2019,"ACC",6,7,0,0.462,4,4,"0","0.5","1.97",-0.18,NA,NA,NA,"Manny Diaz (6-7)","Independence Bowl","Loss",""
"miami-fl",2018,"ACC",7,6,0,0.538,4,4,"0","0.5","6.58",1.73,8,8,NA,"Mark Richt (7-6)","Pinstripe Bowl","Loss",""
"miami-fl",2017,"ACC",10,3,0,0.769,7,1,"0","0.875","14.98",6.29,18,2,13,"Mark Richt (10-3)","Orange Bowl","Loss",""
"miami-fl",2016,"ACC",9,4,0,0.692,5,3,"0","0.625","13.36",2.82,NA,10,20,"Mark Richt (9-4)","Russell Athletic Bowl","Win",""
"miami-fl",2015,"ACC",8,5,0,0.615,5,3,"0","0.625","5.69",3.38,NA,NA,NA,"Al Golden (4-3), Larry Scott (4-2)","Sun Bowl","Loss",""
"miami-fl",2014,"ACC",6,7,0,0.462,3,5,"0","0.375","8.04",4.65,NA,NA,NA,"Al Golden (6-7)","Independence Bowl","Loss",""
"miami-fl",2013,"ACC",9,4,0,0.692,5,3,"0","0.625","6.59",2.51,NA,7,NA,"Al Golden (9-4)","Russell Athletic Bowl","Loss",""
"miami-fl",2012,"ACC",7,5,0,0.583,5,3,"0","0.625","4.07",2.32,NA,NA,NA,"Al Golden (7-5)","","",""
"miami-fl",2011,"ACC",6,6,0,0.5,3,5,"0","0.375","5.17",0.67,NA,NA,NA,"Al Golden (6-6)","","",""
"miami-fl",2010,"ACC",7,6,0,0.538,5,3,"0","0.625","8.26",4.72,13,12,NA,"Randy Shannon (7-5), Jeff Stoutland (0-1)","Sun Bowl","Loss",""
"miami-fl",2009,"ACC",9,4,0,0.692,5,3,"0","0.625","12.2",4.73,NA,8,19,"Randy Shannon (9-4)","Champs Sports Bowl","Loss",""
"miami-fl",2008,"ACC",7,6,0,0.538,4,4,"0","0.5","4.85",3.62,NA,23,NA,"Randy Shannon (7-6)","Emerald Bowl","Loss",""
"miami-fl",2007,"ACC",5,7,0,0.417,2,6,"0","0.25","-1.23",1.6,NA,NA,NA,"Randy Shannon (5-7)","","",""
"miami-fl",2006,"ACC",7,6,0,0.538,3,5,"0","0.375","3.02",0.4,12,12,NA,"Larry Coker (7-6)","MPC Computers Bowl","Win",""
"miami-fl",2005,"ACC",9,3,0,0.75,6,2,"0","0.75","15.09",4.5,9,3,17,"Larry Coker (9-3)","Peach Bowl","Loss",""
"miami-fl",2004,"ACC",9,3,0,0.75,5,3,"0","0.625","18.03",7.2,6,3,11,"Larry Coker (9-3)","Peach Bowl","Win",""
"miami-fl",2003,"Big East",11,2,0,0.846,6,1,"0","0.857","14.47",4.16,3,2,5,"Larry Coker (11-2)","Orange Bowl","Win",""
"miami-fl",2002,"Big East",12,1,0,0.923,7,0,"0","1","20.35",3.04,1,1,2,"Larry Coker (12-1)","Fiesta Bowl","Loss",""
"miami-fl",2001,"Big East",12,0,0,1,7,0,"0","1","26.17",5.09,2,1,1,"Larry Coker (12-0)","Rose Bowl","Win",""
"miami-fl",2000,"Big East",11,1,0,0.917,7,0,"0","1","23.22",5.22,5,2,2,"Butch Davis (11-1)","Sugar Bowl","Win",""
"miami-fl",1999,"Big East",9,4,0,0.692,6,1,"0","0.857","12.55",3.86,12,8,15,"Butch Davis (9-4)","Gator Bowl","Win",""
"miami-fl",1998,"Big East",9,3,0,0.75,5,2,"0","0.714","11.94",0.94,NA,19,20,"Butch Davis (9-3)","Micron PC Bowl","Win",""
"miami-fl",1997,"Big East",5,6,0,0.455,3,4,"0","0.429","-1.22",-3.31,13,13,NA,"Butch Davis (5-6)","","",""
"miami-fl",1996,"Big East",9,3,0,0.75,6,1,"0","0.857","11.2",2.53,12,6,14,"Butch Davis (9-3)","Carquest Bowl","Win",""
"miami-fl",1995,"Big East",8,3,0,0.727,6,1,"0","0.857","7.95",1.49,11,11,20,"Butch Davis (8-3)","","",""
"miami-fl",1994,"Big East",10,2,0,0.833,7,0,"0","1","17.58",3.33,6,3,6,"Dennis Erickson (10-2)","Orange Bowl","Loss",""
"miami-fl",1993,"Big East",9,3,0,0.75,6,1,"0","0.857","14.31",3.81,5,3,15,"Dennis Erickson (9-3)","Fiesta Bowl","Loss",""
"miami-fl",1992,"Big East",11,1,0,0.917,4,0,"0","1","15.94",3.28,1,1,3,"Dennis Erickson (11-1)","Sugar Bowl","Loss",""
"miami-fl",1991,"Big East",12,0,0,1,2,0,"0","1","23.76",4.17,3,1,1,"Dennis Erickson (12-0)","Orange Bowl","Win",""
"miami-fl",1990,"Ind",10,2,0,0.833,NA,NA,"Unranked","Unranked","23.9",7.9,1,1,3,"Dennis Erickson (10-2)","Cotton Bowl","Win",""
"miami-fl",1989,"Ind",11,1,0,0.917,NA,NA,"Unranked","Unranked","20.29",3.04,4,1,1,"Dennis Erickson (11-1)","Sugar Bowl","Win",""
"miami-fl",1988,"Ind",11,1,0,0.917,NA,NA,"Unranked","Unranked","24.08",6.16,8,1,2,"Jimmy Johnson (11-1)","Orange Bowl","Win",""
"miami-fl",1987,"Ind",12,0,0,1,NA,NA,"Unranked","Unranked","22.73",4.98,10,1,1,"Jimmy Johnson (12-0)","Orange Bowl","Win",""
"miami-fl",1986,"Ind",11,1,0,0.917,NA,NA,"Unranked","Unranked","21.64",4.3,3,1,2,"Jimmy Johnson (11-1)","Fiesta Bowl","Loss",""
"miami-fl",1985,"Ind",10,2,0,0.833,NA,NA,"Unranked","Unranked","17.24",5.16,NA,2,9,"Jimmy Johnson (10-2)","Sugar Bowl","Loss",""
"miami-fl",1984,"Ind",8,5,0,0.615,NA,NA,"Unranked","Unranked","10.87",4.87,10,1,18,"Jimmy Johnson (8-5)","Fiesta Bowl","Loss",""
"miami-fl",1983,"Ind",11,1,0,0.917,NA,NA,"Unranked","Unranked","20.18",6.68,NA,1,1,"Howard Schnellenberger (11-1)","Orange Bowl","Win",""
"miami-fl",1982,"Ind",7,4,0,0.636,NA,NA,"Unranked","Unranked","11.83",5.92,15,15,NA,"Howard Schnellenberger (7-4)","","",""
"miami-fl",1981,"Ind",9,2,0,0.818,NA,NA,"Unranked","Unranked","18.8",9.71,NA,8,8,"Howard Schnellenberger (9-2)","","",""
"miami-fl",1980,"Ind",9,3,0,0.75,NA,NA,"Unranked","Unranked","14.27",7.27,NA,13,18,"Howard Schnellenberger (9-3)","Peach Bowl","Win",""
"miami-fl",1979,"Ind",5,6,0,0.455,NA,NA,"Unranked","Unranked","0.6",4.23,NA,NA,NA,"Howard Schnellenberger (5-6)","","",""
"miami-fl",1978,"Ind",6,5,0,0.545,NA,NA,"Unranked","Unranked","6.04",5.13,NA,NA,NA,"Lou Saban (6-5)","","",""
"miami-fl",1977,"Ind",3,8,0,0.273,NA,NA,"Unranked","Unranked","3.11",10.84,NA,NA,NA,"Lou Saban (3-8)","","",""
"miami-fl",1976,"Ind",3,8,0,0.273,NA,NA,"Unranked","Unranked","6.76",11.3,NA,NA,NA,"Carl Selmer (3-8)","","",""
"miami-fl",1975,"Ind",2,8,0,0.2,NA,NA,"Unranked","Unranked","1.56",10.26,NA,NA,NA,"Carl Selmer (2-8)","","",""
"miami-fl",1974,"Ind",6,5,0,0.545,NA,NA,"Unranked","Unranked","5.2",6.47,NA,16,NA,"Pete Elliott (6-5)","","",""
"miami-fl",1973,"Ind",5,6,0,0.455,NA,NA,"Unranked","Unranked","5.63",9.99,NA,15,NA,"Pete Elliott (5-6)","","",""
"miami-fl",1972,"Ind",5,6,0,0.455,NA,NA,"Unranked","Unranked","9.89",7.71,NA,NA,NA,"Fran Curci (5-6)","","",""
"miami-fl",1971,"Ind",4,7,0,0.364,NA,NA,"Unranked","Unranked","0.54",4.64,NA,NA,NA,"Fran Curci (4-7)","","",""
"miami-fl",1970,"Ind",3,8,0,0.273,NA,NA,"Unranked","Unranked","-7.87",2.4,NA,NA,NA,"Charlie Tate (1-1), Walter Kichefski (2-7)","","",""
"miami-fl",1969,"Ind",4,6,0,0.4,NA,NA,"Unranked","Unranked","3.27",6.17,NA,NA,NA,"Charlie Tate (4-6)","","",""
"miami-fl",1968,"Ind",5,5,0,0.5,NA,NA,"Unranked","Unranked","7.39",6.89,20,9,NA,"Charlie Tate (5-5)","","",""
"miami-fl",1967,"Ind",7,4,0,0.636,NA,NA,"Unranked","Unranked","13.8",8.07,5,5,NA,"Charlie Tate (7-4)","Bluebonnet Bowl","Loss",""
"miami-fl",1966,"Ind",8,2,1,0.773,NA,NA,"Unranked","Unranked","14.34",6.16,NA,9,9,"Charlie Tate (8-2-1)","Liberty Bowl","Win",""
"miami-fl",1965,"Ind",5,4,1,0.55,NA,NA,"Unranked","Unranked","14.1",8.7,NA,NA,NA,"Charlie Tate (5-4-1)","","",""
"miami-fl",1964,"Ind",4,5,1,0.45,NA,NA,"Unranked","Unranked","6.89",6.09,NA,NA,NA,"Charlie Tate (4-5-1)","","",""
"miami-fl",1963,"Ind",3,7,0,0.3,NA,NA,"Unranked","Unranked","3.43",9.43,NA,NA,NA,"Andy Gustafson (3-7)","","",""
"miami-fl",1962,"Ind",7,4,0,0.636,NA,NA,"Unranked","Unranked","10.32",10.69,NA,9,NA,"Andy Gustafson (7-4)","Gotham Bowl","Loss",""
"miami-fl",1961,"Ind",7,4,0,0.636,NA,NA,"Unranked","Unranked","11.08",6.62,NA,NA,NA,"Andy Gustafson (7-4)","Liberty Bowl","Loss",""
"miami-fl",1960,"Ind",6,4,0,0.6,NA,NA,"Unranked","Unranked","5.74",3.34,NA,NA,NA,"Andy Gustafson (6-4)","","",""
"miami-fl",1959,"Ind",6,4,0,0.6,NA,NA,"Unranked","Unranked","8.49",7.69,NA,12,NA,"Andy Gustafson (6-4)","","",""
"miami-fl",1958,"Ind",2,8,0,0.2,NA,NA,"Unranked","Unranked","-0.78",8.32,16,15,NA,"Andy Gustafson (2-8)","","",""
"miami-fl",1957,"Ind",5,4,1,0.55,NA,NA,"Unranked","Unranked","7.65",3.75,14,14,NA,"Andy Gustafson (5-4-1)","","",""
"miami-fl",1956,"Ind",8,1,1,0.85,NA,NA,"Unranked","Unranked","16.72",5.92,18,6,6,"Andy Gustafson (8-1-1)","","",""
"miami-fl",1955,"Ind",6,3,0,0.667,NA,NA,"Unranked","Unranked","12.82",5.16,9,9,14,"Andy Gustafson (6-3)","","",""
"miami-fl",1954,"Ind",8,1,0,0.889,NA,NA,"Unranked","Unranked","15.33",3.55,NA,6,11,"Andy Gustafson (8-1)","","",""
"miami-fl",1953,"Ind",4,5,0,0.444,NA,NA,"Unranked","Unranked","3.57",2.34,NA,NA,NA,"Andy Gustafson (4-5)","","",""
"miami-fl",1952,"Ind",4,7,0,0.364,NA,NA,"Unranked","Unranked","-5.22",-1.77,NA,NA,NA,"Andy Gustafson (4-7)","","",""
"miami-fl",1951,"Ind",8,3,0,0.727,NA,NA,"Unranked","Unranked","8.5",1.68,NA,19,NA,"Andy Gustafson (8-3)","Gator Bowl","Win",""
"miami-fl",1950,"Ind",9,1,1,0.864,NA,NA,"Unranked","Unranked","10.29",-1.81,NA,8,15,"Andy Gustafson (9-1-1)","Orange Bowl","Loss",""
"miami-fl",1949,"Ind",6,3,0,0.667,NA,NA,"Unranked","Unranked","7",0.78,NA,NA,NA,"Andy Gustafson (6-3)","","",""
"miami-fl",1948,"Ind",4,6,0,0.4,NA,NA,"Unranked","Unranked","0",2.8,NA,NA,NA,"Andy Gustafson (4-6)","","",""
"miami-fl",1947,"Ind",2,7,1,0.25,NA,NA,"Unranked","Unranked","-6.64",-0.34,NA,NA,NA,"Jack Harding (2-7-1)","","",""
"miami-fl",1946,"Ind",8,2,0,0.8,NA,NA,"Unranked","Unranked","10.01",4.11,NA,NA,NA,"Jack Harding (8-2)","","",""
"miami-fl",1945,"Ind",9,1,1,0.864,NA,NA,"Unranked","Unranked","13.09",2.09,NA,NA,NA,"Jack Harding (9-1-1)","Orange Bowl","Win",""
"miami-fl",1944,"Ind",1,7,1,0.167,NA,NA,"Unranked","Unranked","-14.1",0.23,NA,NA,NA,"Eddie Dunn (1-7-1)","","",""
"miami-fl",1942,"Ind",7,2,0,0.778,NA,NA,"Unranked","Unranked","6.87",-3.57,NA,NA,NA,"Jack Harding (7-2)","","",""
"miami-fl",1941,"Ind",8,2,0,0.8,NA,NA,"Unranked","Unranked","3.58",-5.92,NA,NA,NA,"Jack Harding (8-2)","","",""
"miami-fl",1940,"Ind",3,7,0,0.3,NA,NA,"Unranked","Unranked","-9.43",-5.73,NA,NA,NA,"Jack Harding (3-7)","","",""
"miami-fl",1939,"Ind",5,5,0,0.5,NA,NA,"Unranked","Unranked","-3.08",-5.48,NA,NA,NA,"Jack Harding (5-5)","","",""
"miami-fl",1938,"Ind",8,2,0,0.8,NA,NA,"Unranked","Unranked","4.43",-7.97,NA,NA,NA,"Jack Harding (8-2)","","",""
"miami-fl",1937,"Ind",4,4,1,0.5,NA,NA,"Unranked","Unranked","-3.25",-6.69,NA,NA,NA,"Jack Harding (4-4-1)","","",""
"miami-fl",1936,"Ind",6,2,2,0.7,NA,NA,"Unranked","Unranked","0.15",-6.65,NA,NA,NA,"Irl Tubbs (6-2-2)","","",""
"miami-oh",2021,"MAC",7,6,NA,0.538,5,3,"0","0.625","-0.49",-4.42,NA,NA,NA,"Chuck Martin (7-6)","Frisco Football Classic","Win",""
"miami-oh",2020,"MAC",2,1,0,0.667,2,1,"0","0.667","11.41",9.08,NA,NA,NA,"Chuck Martin (2-1)","","",""
"miami-oh",2019,"MAC",8,6,0,0.571,6,2,"0","0.75","-3.03",-1.67,NA,NA,NA,"Chuck Martin (8-6)","LendingTree Bowl","Loss",""
"miami-oh",2018,"MAC",6,6,0,0.5,6,2,"0","0.75","-0.73",-2.73,NA,NA,NA,"Chuck Martin (6-6)","","",""
"miami-oh",2017,"MAC",5,7,0,0.417,4,4,"0","0.5","-6.04",-6.21,NA,NA,NA,"Chuck Martin (5-7)","","",""
"miami-oh",2016,"MAC",6,7,0,0.462,6,2,"0","0.75","-6.79",-5.87,NA,NA,NA,"Chuck Martin (6-7)","St. Petersburg Bowl","Loss",""
"miami-oh",2015,"MAC",3,9,0,0.25,2,6,"0","0.25","-12.02",-3.11,NA,NA,NA,"Chuck Martin (3-9)","","",""
"miami-oh",2014,"MAC",2,10,0,0.167,2,6,"0","0.25","-13.99",-5.24,NA,NA,NA,"Chuck Martin (2-10)","","",""
"miami-oh",2013,"MAC",0,12,0,0,0,8,"0","0","-23.48",-4.65,NA,NA,NA,"Don Treadwell (0-5), Mike Bath (0-7)","","",""
"miami-oh",2012,"MAC",4,8,0,0.333,3,5,"0","0.375","-11.7",-3.45,NA,NA,NA,"Don Treadwell (4-8)","","",""
"miami-oh",2011,"MAC",4,8,0,0.333,3,5,"0","0.375","-4.9",-1.9,NA,NA,NA,"Don Treadwell (4-8)","","",""
"miami-oh",2010,"MAC",10,4,0,0.714,7,1,"0","0.875","-5.86",-7.15,NA,NA,NA,"Michael Haywood (9-4), Lance Guidry (1-0)","GoDaddy.com Bowl","Win",""
"miami-oh",2009,"MAC",1,11,0,0.083,1,7,"0","0.125","-16.98",-1.39,NA,NA,NA,"Michael Haywood (1-11)","","",""
"miami-oh",2008,"MAC",2,10,0,0.167,1,7,"0","0.125","-17.24",-3.91,NA,NA,NA,"Shane Montgomery (2-10)","","",""
"miami-oh",2007,"MAC",6,7,0,0.462,5,2,"0","0.714","-9.28",-5.66,NA,NA,NA,"Shane Montgomery (6-7)","","",""
"miami-oh",2006,"MAC",2,10,0,0.167,2,6,"0","0.25","-13.85",-6.02,NA,NA,NA,"Shane Montgomery (2-10)","","",""
"miami-oh",2005,"MAC",7,4,0,0.636,5,3,"0","0.625","1.35",-6.11,NA,NA,NA,"Shane Montgomery (7-4)","","",""
"miami-oh",2004,"MAC",8,5,0,0.615,7,1,"0","0.875","-1.93",-7.93,NA,NA,NA,"Terry Hoeppner (8-5)","Independence Bowl","Loss",""
"miami-oh",2003,"MAC",13,1,0,0.929,8,0,"0","1","14.21",-3.29,NA,10,10,"Terry Hoeppner (13-1)","GMAC Bowl","Win",""
"miami-oh",2002,"MAC",7,5,0,0.583,5,3,"0","0.625","0.23",-2.44,NA,NA,NA,"Terry Hoeppner (7-5)","","",""
"miami-oh",2001,"MAC",7,5,0,0.583,6,2,"0","0.75","-1.16",-1.91,NA,NA,NA,"Terry Hoeppner (7-5)","","",""
"miami-oh",2000,"MAC",6,5,0,0.545,5,3,"0","0.625","-7.92",-7.65,NA,NA,NA,"Terry Hoeppner (6-5)","","",""
"miami-oh",1999,"MAC",7,4,0,0.636,6,2,"0","0.75","-4.83",-9.46,NA,NA,NA,"Terry Hoeppner (7-4)","","",""
"miami-oh",1998,"MAC",10,1,0,0.909,7,1,"0","0.875","1.39",-10.43,NA,NA,NA,"Randy Walker (10-1)","","",""
"miami-oh",1997,"MAC",8,3,0,0.727,6,2,"0","0.75","7.51",-5.85,NA,NA,NA,"Randy Walker (8-3)","","",""
"miami-oh",1996,"MAC",6,5,0,0.545,6,2,"0","0.75","-3.03",-8.12,NA,NA,NA,"Randy Walker (6-5)","","",""
"miami-oh",1995,"MAC",8,2,1,0.773,6,1,"1","0.813","5.69",-3.77,NA,NA,NA,"Randy Walker (8-2-1)","","",""
"miami-oh",1994,"MAC",5,5,1,0.5,5,3,"0","0.625","-11.92",-11.83,NA,NA,NA,"Randy Walker (5-5-1)","","","record adjusted to 6-4-1 by NCAA"
"miami-oh",1993,"MAC",4,7,0,0.364,3,6,"0","0.333","-17.03",-12.03,NA,NA,NA,"Randy Walker (4-7)","","",""
"miami-oh",1992,"MAC",6,4,1,0.591,5,3,"0","0.625","-6.97",-8.33,NA,NA,NA,"Randy Walker (6-4-1)","","",""
"miami-oh",1991,"MAC",6,4,1,0.591,4,3,"1","0.563","-2.49",-7.22,NA,NA,NA,"Randy Walker (6-4-1)","","",""
"miami-oh",1990,"MAC",5,5,1,0.5,4,3,"1","0.563","-12.29",-11.47,NA,NA,NA,"Randy Walker (5-5-1)","","",""
"miami-oh",1989,"MAC",2,8,1,0.227,2,5,"1","0.313","-22.93",-13.2,NA,NA,NA,"Tim Rose (2-8-1)","","",""
"miami-oh",1988,"MAC",0,10,1,0.045,0,7,"1","0.063","-22.02",-6.38,NA,NA,NA,"Tim Rose (0-10-1)","","",""
"miami-oh",1987,"MAC",5,6,0,0.455,5,3,"0","0.625","-7.86",-5.4,NA,NA,NA,"Tim Rose (5-6)","","",""
"miami-oh",1986,"MAC",8,4,0,0.667,6,2,"0","0.75","-1.8",-9.3,NA,NA,NA,"Tim Rose (8-4)","California Bowl","Loss",""
"miami-oh",1985,"MAC",8,2,1,0.773,7,1,"1","0.833","-3.77",-9.68,NA,NA,NA,"Tim Rose (8-2-1)","","",""
"miami-oh",1984,"MAC",4,7,0,0.364,3,5,"0","0.375","-7.9",-5.18,NA,NA,NA,"Tim Rose (4-7)","","",""
"miami-oh",1983,"MAC",4,7,0,0.364,3,5,"0","0.375","-6.39",-2.39,NA,NA,NA,"Tim Rose (4-7)","","",""
"miami-oh",1982,"MAC",7,4,0,0.636,5,3,"0","0.625","-5.53",-11.53,NA,NA,NA,"Tom Reed (7-4)","","",""
"miami-oh",1981,"MAC",8,2,1,0.773,6,1,"1","0.813","0.59",-5.87,NA,NA,NA,"Tom Reed (8-2-1)","","",""
"miami-oh",1980,"MAC",5,6,0,0.455,4,3,"0","0.571","-5.22",-6.94,NA,NA,NA,"Tom Reed (5-6)","","",""
"miami-oh",1979,"MAC",6,5,0,0.545,3,4,"0","0.429","1.98",-3.56,NA,NA,NA,"Tom Reed (6-5)","","",""
"miami-oh",1978,"MAC",8,2,1,0.773,5,2,"0","0.714","-2.1",-8.74,NA,NA,NA,"Tom Reed (8-2-1)","","",""
"miami-oh",1977,"MAC",10,1,0,0.909,5,0,"0","1","2.46",-6.99,NA,NA,NA,"Dick Crum (10-1)","","",""
"miami-oh",1976,"MAC",3,8,0,0.273,2,4,"0","0.333","-9.96",-4.96,20,20,NA,"Dick Crum (3-8)","","",""
"miami-oh",1975,"MAC",11,1,0,0.917,6,0,"0","1","7.88",-3.53,NA,12,12,"Dick Crum (11-1)","Tangerine Bowl","Win",""
"miami-oh",1974,"MAC",10,0,1,0.955,5,0,"0","1","13.69",-2.77,NA,10,10,"Dick Crum (10-0-1)","Tangerine Bowl","Win",""
"miami-oh",1973,"MAC",11,0,0,1,5,0,"0","1","12.62",-0.93,NA,15,15,"Bill Mallory (11-0)","Tangerine Bowl","Win",""
"miami-oh",1972,"MAC",7,3,0,0.7,2,3,"0","0.4","-1.31",-12.01,NA,NA,NA,"Bill Mallory (7-3)","","",""
"miami-oh",1971,"MAC",7,3,0,0.7,2,3,"0","0.4","0.13",-5.38,NA,NA,NA,"Bill Mallory (7-3)","","",""
"miami-oh",1970,"MAC",7,3,0,0.7,3,2,"0","0.6","-3.25",-8.85,NA,NA,NA,"Bill Mallory (7-3)","","",""
"miami-oh",1969,"MAC",7,3,0,0.7,3,3,"0","0.5","1.61",-6.39,NA,NA,NA,"Bill Mallory (7-3)","","",""
"miami-oh",1968,"MAC",7,3,0,0.7,5,1,"0","0.833","2.61",-8.09,NA,NA,NA,"Bo Schembechler (7-3)","","",""
"miami-oh",1967,"MAC",6,4,0,0.6,4,2,"0","0.667","-0.74",-4.94,NA,NA,NA,"Bo Schembechler (6-4)","","",""
"miami-oh",1966,"MAC",9,1,0,0.9,5,1,"0","0.833","8.13",-5.97,NA,NA,NA,"Bo Schembechler (9-1)","","",""
"miami-oh",1965,"MAC",7,3,0,0.7,5,1,"0","0.833","3.56",-6.25,NA,NA,NA,"Bo Schembechler (7-3)","","",""
"miami-oh",1964,"MAC",6,3,1,0.65,4,2,"0","0.667","-0.48",-6.38,NA,NA,NA,"Bo Schembechler (6-3-1)","","",""
"miami-oh",1963,"MAC",5,3,2,0.6,4,1,"1","0.75","-5.73",-8.73,NA,NA,NA,"Bo Schembechler (5-3-2)","","",""
"miami-oh",1962,"MAC",8,2,1,0.773,3,1,"1","0.7","4.17",-2.47,NA,NA,NA,"John Pont (8-2-1)","Tangerine Bowl","Loss",""
