"Team","Season","Conference","Type","Games","Pass_Comp","Pass_Att","Pass_Pct","Pass_Yds","Pass_TD","Rush_Att","Rush_Yds","Rush_Avg","Rush_TD","Total_Plays","Total_Yds","Yards_Per_Play","Pass_First_Down","Rush_First_Down","Penalty_First_Down","Total_First_Down","Penalties","Penalty_Yards","Fumbles","Interceptions","Turnovers"
"oklahoma-state",1972,"Big 8","Offense",11,2.8,9.5,29.8,52.9,0.5,64.3,317.9,4.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1972,"Big 8","Defense",11,11.5,25.3,45.3,168.8,1,53.1,175,3.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1972,"Big 8","Difference",0,-8.7,-15.8,-15.5,-115.9,-0.5,11.2,142.9,1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1971,"Big 8","Offense",11,9.4,22.6,41.4,127.7,0.8,46.5,131.2,2.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1971,"Big 8","Defense",11,13.8,26.6,51.9,182.5,1.4,51.9,256.2,4.9,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1971,"Big 8","Difference",0,-4.4,-4,-10.5,-54.8,-0.6,-5.4,-125,-2.1,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1970,"Big 8","Offense",11,12.5,24.4,51.1,173.1,1.4,46.3,139.5,3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1970,"Big 8","Defense",11,9.9,22.2,44.7,133.5,0.5,56,260.7,4.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1970,"Big 8","Difference",0,2.6,2.2,6.4,39.6,0.9,-9.7,-121.2,-1.7,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1969,"Big 8","Offense",10,11.4,28.1,40.6,164.1,1.6,43.8,132,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1969,"Big 8","Defense",10,12,27.6,43.5,155.3,0.8,54.6,188,3.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1969,"Big 8","Difference",0,-0.6,0.5,-2.9,8.8,0.8,-10.8,-56,-0.4,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1968,"Big 8","Offense",10,14.5,29.4,49.3,172.8,0.5,47.8,136.3,2.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1968,"Big 8","Defense",10,11.6,25.5,45.5,162.5,1.4,59.4,256,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1968,"Big 8","Difference",0,2.9,3.9,3.8,10.3,-0.9,-11.6,-119.7,-1.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1967,"Big 8","Offense",10,7.8,16.8,46.4,100.6,0.4,48.7,165.9,3.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1967,"Big 8","Defense",10,7.1,17.5,40.6,94.5,0.4,53.8,188.2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1967,"Big 8","Difference",0,0.7,-0.7,5.8,6.1,0,-5.1,-22.3,-0.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1966,"Big 8","Offense",10,8,18,44.4,88.4,0.4,49.1,144.5,2.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1966,"Big 8","Defense",10,7.8,17.2,45.3,105.3,0.9,47.9,173.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1966,"Big 8","Difference",0,0.2,0.8,-0.9,-16.9,-0.5,1.2,-29.4,-0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1965,"Big 8","Offense",10,6.6,17,38.8,78.5,0.2,47.7,159.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1965,"Big 8","Defense",10,8.8,17.7,49.7,104.4,0.2,50.1,202.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1965,"Big 8","Difference",0,-2.2,-0.7,-10.9,-25.9,0,-2.4,-43.1,-0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1964,"Big 8","Offense",10,5.8,14.4,40.3,86.6,0.4,41.7,139.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1964,"Big 8","Defense",10,8.5,16.1,52.8,128.1,0.9,54.3,222.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1964,"Big 8","Difference",0,-2.7,-1.7,-12.5,-41.5,-0.5,-12.6,-82.9,-0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1963,"Big 8","Offense",9,8.7,19.6,44.3,97.7,0.1,37.6,134.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1963,"Big 8","Defense",9,6.6,13.3,49.2,90.9,0.8,54.8,253,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1963,"Big 8","Difference",0,2.1,6.3,-4.9,6.8,-0.7,-17.2,-118.4,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1962,"Big 8","Offense",10,8.7,20,43.5,110.2,0.9,42,152.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1962,"Big 8","Defense",10,6.6,15.5,42.6,97,1.1,55.2,261.8,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1962,"Big 8","Difference",0,2.1,4.5,0.9,13.2,-0.2,-13.2,-109.1,-1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1961,"Big 8","Offense",10,6.7,16,41.9,64.3,0.2,50.5,191.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1961,"Big 8","Defense",10,6.1,13.8,44.2,84.7,0.8,42.1,151.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1961,"Big 8","Difference",0,0.6,2.2,-2.3,-20.4,-0.6,8.4,39.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1960,"Big 8","Offense",10,2.3,7.6,30.3,26,0.1,49.1,186.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1960,"Big 8","Defense",10,4.2,12.6,33.3,64,0.4,48.8,196.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1960,"Big 8","Difference",0,-1.9,-5,-3,-38,-0.3,0.3,-10.2,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1959,"Ind","Offense",10,10.5,18.8,55.9,118.5,1.1,54.2,195.2,3.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1959,"Ind","Defense",10,6.1,14.7,41.5,83.1,0.5,41.9,163.8,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1959,"Ind","Difference",0,4.4,4.1,14.4,35.4,0.6,12.3,31.4,-0.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1958,"Ind","Offense",11,5.8,12.8,45.4,80.6,0.5,57,205.9,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1958,"Ind","Defense",11,8.3,19.8,41.7,95.5,0.8,42.6,143.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1958,"Ind","Difference",0,-2.5,-7,3.7,-14.9,-0.3,14.4,62.4,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1957,"Ind","Offense",10,5.7,14.4,39.6,90,0.8,55.7,216.1,3.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1957,"Ind","Defense",10,6.9,16.5,41.8,90,0.5,47.7,161.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1957,"Ind","Difference",0,-1.2,-2.1,-2.2,0,0.3,8,54.5,0.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1956,"MVC","Offense",10,4.3,11.6,37.1,81.4,0.3,52.9,178.8,3.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1956,"MVC","Defense",10,5.2,12.8,40.6,87.6,0.5,53.2,221.7,4.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oklahoma-state",1956,"MVC","Difference",0,-0.9,-1.2,-3.5,-6.2,-0.2,-0.3,-42.9,-0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"old-dominion",2021,"CUSA","Offense",13,18.8,32.3,58.3,214.8,1.2,37.9,158.2,4.2,1.7,70.2,372.9,5.3,8.9,9.8,1.7,20.5,6.8,60.2,0.7,1.1,1.8
"old-dominion",2021,"CUSA","Defense",13,21.5,34.5,62.4,250.5,2.2,37.5,134.5,3.6,0.9,72.1,385.1,5.3,11.2,7.8,2.2,21.3,7.8,69.8,0.6,0.5,1.2
"old-dominion",2021,"CUSA","Difference",0,-2.7,-2.2,-4.1,-35.7,-1,0.4,23.7,0.6,0.8,-1.9,-12.2,0,-2.3,2,-0.5,-0.8,-1,-9.6,0.1,0.6,0.6
"old-dominion",2019,"CUSA","Offense",12,17.3,31.6,54.6,176.4,0.4,35.8,98.6,2.8,1.3,67.3,275,4.1,8.7,6.3,1.9,16.9,5.9,60.3,0.6,1,1.6
"old-dominion",2019,"CUSA","Defense",12,17.2,27,63.6,223.5,1.7,37.6,151.3,4,1.8,64.6,374.8,5.8,9.6,8.6,1.9,20.1,5.3,53.1,0.8,0.8,1.5
"old-dominion",2019,"CUSA","Difference",0,0.1,4.6,-9,-47.1,-1.3,-1.8,-52.7,-1.2,-0.5,2.7,-99.8,-1.7,-0.9,-2.3,0,-3.2,0.6,7.2,-0.2,0.2,0.1
"old-dominion",2018,"CUSA","Offense",12,24.4,40,61,297,1.8,35.4,130.8,3.7,2,75.4,427.8,5.7,13,7.4,2.9,23.3,5.2,49.6,0.7,1,1.7
"old-dominion",2018,"CUSA","Defense",12,20.7,33.9,60.9,255,2.1,41.6,216.4,5.2,2.6,75.5,471.4,6.2,11.9,10.1,2.3,24.3,5.8,61.2,0.4,0.8,1.2
"old-dominion",2018,"CUSA","Difference",0,3.7,6.1,0.1,42,-0.3,-6.2,-85.6,-1.5,-0.6,-0.1,-43.6,-0.5,1.1,-2.7,0.6,-1,-0.6,-11.6,0.3,0.2,0.5
"old-dominion",2017,"CUSA","Offense",12,16.1,29.1,55.3,168.4,0.8,38.4,163.9,4.3,1.4,67.5,332.3,4.9,8.2,7.3,1.7,17.1,4,35.8,0.5,1.2,1.7
"old-dominion",2017,"CUSA","Defense",12,18.3,29.7,61.8,223.5,1.6,44.1,204.2,4.6,2.5,73.8,427.7,5.8,10.7,10.8,1.3,22.7,4.8,50.3,0.7,0.7,1.3
"old-dominion",2017,"CUSA","Difference",0,-2.2,-0.6,-6.5,-55.1,-0.8,-5.7,-40.3,-0.3,-1.1,-6.3,-95.4,-0.9,-2.5,-3.5,0.4,-5.6,-0.8,-14.5,-0.2,0.5,0.4
"old-dominion",2016,"CUSA","Offense",13,16.9,28.8,58.8,234,2.4,38.5,196.8,5.1,2.1,67.2,430.8,6.4,10.2,8.7,2.2,21,5.1,44,0.3,0.5,0.8
"old-dominion",2016,"CUSA","Defense",13,18.8,32.2,58.6,226.8,1.6,38.5,157.2,4.1,1.9,70.7,383.9,5.4,10.7,9.1,1.6,21.4,5.2,45.8,0.9,0.8,1.8
"old-dominion",2016,"CUSA","Difference",0,-1.9,-3.4,0.2,7.2,0.8,0,39.6,1,0.2,-3.5,46.9,1,-0.5,-0.4,0.6,-0.4,-0.1,-1.8,-0.6,-0.3,-1
"old-dominion",2015,"CUSA","Offense",12,19.6,36.1,54.3,219.5,1.7,33.4,151.8,4.5,1.3,69.5,371.3,5.3,10.3,7.6,1.3,19.2,4.1,36.4,0.8,0.8,1.6
"old-dominion",2015,"CUSA","Defense",12,20.9,33.6,62.3,234.3,1.8,43.5,203.6,4.7,2.5,77.1,437.8,5.7,11.3,10.7,1.3,23.3,4.3,44.7,0.8,0.7,1.5
"old-dominion",2015,"CUSA","Difference",0,-1.3,2.5,-8,-14.8,-0.1,-10.1,-51.8,-0.2,-1.2,-7.6,-66.5,-0.4,-1,-3.1,0,-4.1,-0.2,-8.3,0,0.1,0.1
"old-dominion",2014,"CUSA","Offense",11,23.7,38,62.4,293.5,2.5,29.9,145.9,4.9,1.7,67.9,439.5,6.5,12.9,7.5,1.8,22.2,3.6,37.3,0.4,1.3,1.6
"old-dominion",2014,"CUSA","Defense",11,17.9,26.2,68.4,213.5,2.1,47.8,241.9,5.1,2.6,74,455.5,6.2,9.7,14.1,0.8,24.6,5.3,48.2,1,0.4,1.4
"old-dominion",2014,"CUSA","Difference",0,5.8,11.8,-6,80,0.4,-17.9,-96,-0.2,-0.9,-6.1,-16,0.3,3.2,-6.6,1,-2.4,-1.7,-10.9,-0.6,0.9,0.2
"oregon",2021,"Pac-8/10/12","Offense",14,18.5,29.3,63.2,221.3,1.5,38.2,202.4,5.3,2.5,67.5,423.6,6.3,9.6,11.6,1.6,22.9,7.4,64.6,0.4,0.6,1
"oregon",2021,"Pac-8/10/12","Defense",14,21.1,34.6,61,241.3,1.6,35.9,143.2,4,1.7,70.5,384.5,5.5,11.6,8.7,2.1,22.5,8.1,61.9,0.4,1.2,1.6
"oregon",2021,"Pac-8/10/12","Difference",0,-2.6,-5.3,2.2,-20,-0.1,2.3,59.2,1.3,0.8,-3,39.1,0.8,-2,2.9,-0.5,0.4,-0.7,2.7,0,-0.6,-0.6
"oregon",2020,"Pac-8/10/12","Offense",7,17.3,27.3,63.4,246.1,2.1,33.9,166.7,4.9,1.9,61.1,412.9,6.8,10.9,9.1,1.6,21.6,5.9,50.9,1.4,0.9,2.3
"oregon",2020,"Pac-8/10/12","Defense",7,21.6,35.3,61.1,236.3,1.1,40.6,169.6,4.2,2.3,75.9,405.9,5.4,12,8.3,2,22.3,6.6,59,0.3,0.7,1
"oregon",2020,"Pac-8/10/12","Difference",0,-4.3,-8,2.3,9.8,1,-6.7,-2.9,0.7,-0.4,-14.8,7,1.4,-1.1,0.8,-0.4,-0.7,-0.7,-8.1,1.1,0.2,1.3
"oregon",2019,"Pac-8/10/12","Offense",14,21.3,31.8,67,258.2,2.5,36.1,177.3,4.9,1.9,67.9,435.5,6.4,12.1,8.9,1.9,22.9,6.1,61.6,0.4,0.4,0.8
"oregon",2019,"Pac-8/10/12","Defense",14,21.2,36.1,58.7,220.1,1.3,33.3,110.3,3.3,0.4,69.4,330.4,4.8,9.9,6.7,2.4,19.1,8.3,67.6,0.5,1.4,1.9
"oregon",2019,"Pac-8/10/12","Difference",0,0.1,-4.3,8.3,38.1,1.2,2.8,67,1.6,1.5,-1.5,105.1,1.6,2.2,2.2,-0.5,3.8,-2.2,-6,-0.1,-1,-1.1
"oregon",2018,"Pac-8/10/12","Offense",13,18.9,32.1,59,247.8,2.2,40.5,180.8,4.5,2.2,72.5,428.7,5.9,10.8,9.2,1.6,21.6,4.6,43.7,0.7,0.6,1.3
"oregon",2018,"Pac-8/10/12","Defense",13,19.8,34.8,56.9,241.6,1.8,38.5,146.7,3.8,1,73.3,388.3,5.3,11.4,7.8,1.8,21,5.6,42.8,0.5,1.3,1.8
"oregon",2018,"Pac-8/10/12","Difference",0,-0.9,-2.7,2.1,6.2,0.4,2,34.1,0.7,1.2,-0.8,40.4,0.6,-0.6,1.4,-0.2,0.6,-1,0.9,0.2,-0.7,-0.5
"oregon",2017,"Pac-8/10/12","Offense",13,15.6,23.9,65.3,189.9,1.4,48.3,251,5.2,3.1,72.2,440.9,6.1,7.4,12.5,2.1,21.9,9.3,87.5,1,0.9,1.9
"oregon",2017,"Pac-8/10/12","Defense",13,19.7,35.8,55.1,240.6,1.9,37,128.5,3.5,1.5,72.8,369.2,5.1,10.2,7.2,3.5,20.7,5.3,54.7,0.8,1.2,1.9
"oregon",2017,"Pac-8/10/12","Difference",0,-4.1,-11.9,10.2,-50.7,-0.5,11.3,122.5,1.7,1.6,-0.6,71.7,1,-2.8,5.3,-1.4,1.2,4,32.8,0.2,-0.3,0
"oregon",2016,"Pac-8/10/12","Offense",12,21.4,33.3,64.4,265.3,2.3,41.1,226.4,5.5,2.4,74.3,491.7,6.6,11.2,10.2,2,23.3,8.3,75.8,0.8,0.5,1.3
"oregon",2016,"Pac-8/10/12","Defense",12,24.3,37.4,64.8,271.9,2.4,43.3,247,5.7,3.2,80.8,518.9,6.4,13,13.1,2,28.1,8.1,73.2,0.3,0.8,1
"oregon",2016,"Pac-8/10/12","Difference",0,-2.9,-4.1,-0.4,-6.6,-0.1,-2.2,-20.6,-0.2,-0.8,-6.5,-27.2,0.2,-1.8,-2.9,0,-4.8,0.2,2.6,0.5,-0.3,0.3
"oregon",2015,"Pac-8/10/12","Offense",13,18.2,28.8,62.9,258.3,2.5,47.5,280.1,5.9,2.6,76.4,538.4,7,10.5,13.3,1.8,25.7,6.9,61,0.5,0.8,1.3
"oregon",2015,"Pac-8/10/12","Defense",13,26.8,42.7,62.7,306.5,2.3,37.8,178.8,4.7,1.8,80.5,485.3,6,13.5,9.8,1.8,25.2,7.2,61.2,0.7,1,1.7
"oregon",2015,"Pac-8/10/12","Difference",0,-8.6,-13.9,0.2,-48.2,0.2,9.7,101.3,1.2,0.8,-4.1,53.1,1,-3,3.5,0,0.5,-0.3,-0.2,-0.2,-0.2,-0.4
"oregon",2014,"Pac-8/10/12","Offense",15,21.7,31.6,68.8,312.5,2.9,42.9,234.5,5.5,2.8,74.5,547,7.3,13.2,12.2,1.7,27.1,8.2,72,0.5,0.3,0.7
"oregon",2014,"Pac-8/10/12","Defense",15,23.4,38.7,60.4,264.3,1.4,39.1,165.4,4.2,1.5,77.9,429.7,5.5,12.6,8.8,1.9,23.3,6.1,53.9,1.4,0.9,2.3
"oregon",2014,"Pac-8/10/12","Difference",0,-1.7,-7.1,8.4,48.2,1.5,3.8,69.1,1.3,1.3,-3.4,117.3,1.8,0.6,3.4,-0.2,3.8,2.1,18.1,-0.9,-0.6,-1.6
"oregon",2013,"Pac-8/10/12","Offense",13,19.7,31.2,63.2,291.5,2.5,43.7,273.5,6.3,3.2,74.8,565,7.5,12.6,13.2,1,26.8,8.2,70.2,0.9,0.5,1.4
"oregon",2013,"Pac-8/10/12","Defense",13,20.8,36.9,56.5,204.5,1.1,43.3,165.5,3.8,1.3,80.2,370.1,4.6,9.3,9.5,2,20.8,4.8,42.4,0.9,1.3,2.2
"oregon",2013,"Pac-8/10/12","Difference",0,-1.1,-5.7,6.7,87,1.4,0.4,108,2.5,1.9,-5.4,194.9,2.9,3.3,3.7,-1,6,3.4,27.8,0,-0.8,-0.8
"oregon",2012,"Pac-8/10/12","Offense",13,19.2,28.7,67,222.2,2.7,52.7,315.2,6,3.7,81.4,537.4,6.6,10.5,15.7,1.2,27.4,7.9,71.1,0.8,0.7,1.5
"oregon",2012,"Pac-8/10/12","Defense",13,23.3,39.6,58.8,229.2,1.5,36.2,144.9,4,1.2,75.8,374.2,4.9,10.4,8.5,2.3,21.2,5.4,52.1,1.1,2,3.1
"oregon",2012,"Pac-8/10/12","Difference",0,-4.1,-10.9,8.2,-7,1.2,16.5,170.3,2,2.5,5.6,163.2,1.7,0.1,7.2,-1.1,6.2,2.5,19,-0.3,-1.3,-1.6
"oregon",2011,"Pac-8/10/12","Offense",14,16.9,27.6,61.1,223.6,2.8,44.9,299.2,6.7,3,72.5,522.8,7.2,9.4,13.4,1.4,24.2,7.2,65,0.9,0.5,1.4
"oregon",2011,"Pac-8/10/12","Defense",14,22.4,37.8,59.2,247.3,1.8,39.1,142.8,3.6,1,76.9,390.1,5.1,11.4,8,2.1,21.6,6.3,51.6,0.9,1.2,2.1
"oregon",2011,"Pac-8/10/12","Difference",0,-5.5,-10.2,1.9,-23.7,1,5.8,156.4,3.1,2,-4.4,132.7,2.1,-2,5.4,-0.7,2.6,0.9,13.4,0,-0.7,-0.7
"oregon",2010,"Pac-8/10/12","Offense",13,19.1,30.4,62.8,244.5,2.4,48.4,286.2,5.9,3.2,78.8,530.7,6.7,10.4,14.3,1.8,26.5,7.2,61.4,1.2,0.7,1.8
"oregon",2010,"Pac-8/10/12","Defense",13,20.2,37.6,53.8,217.9,1.2,36.5,128.1,3.5,0.8,74.1,346,4.7,10.8,6.7,2.2,19.6,6.4,51.9,1.2,1.6,2.8
"oregon",2010,"Pac-8/10/12","Difference",0,-1.1,-7.2,9,26.6,1.2,11.9,158.1,2.4,2.4,4.7,184.7,2,-0.4,7.6,-0.4,6.9,0.8,9.5,0,-0.9,-1
"oregon",2009,"Pac-8/10/12","Offense",13,15.2,26,58.3,180.3,1.2,42.1,231.7,5.5,2.9,68.1,412,6.1,7.8,11.3,1.1,20.2,7.3,62.7,1.2,0.5,1.8
"oregon",2009,"Pac-8/10/12","Defense",13,19.5,35.1,55.7,207.6,1.4,38.2,128.7,3.4,1.2,73.3,336.3,4.6,9.8,6.6,1.9,18.4,6.1,50.2,0.8,1.1,1.9
"oregon",2009,"Pac-8/10/12","Difference",0,-4.3,-9.1,2.6,-27.3,-0.2,3.9,103,2.1,1.7,-5.2,75.7,1.5,-2,4.7,-0.8,1.8,1.2,12.5,0.4,-0.6,-0.1
"oregon",2008,"Pac-8/10/12","Offense",13,15.7,28.7,54.7,204.8,1.5,45,280.1,6.2,3.6,73.7,484.8,6.6,8.7,12.3,2.2,23.2,7.1,62.1,1.1,0.9,2
"oregon",2008,"Pac-8/10/12","Defense",13,23.6,40.8,57.8,270.2,1.9,38.7,119.4,3.1,1.4,79.5,389.6,4.9,12.7,6.3,2.2,21.2,7.1,65.5,1.2,1.2,2.4
"oregon",2008,"Pac-8/10/12","Difference",0,-7.9,-12.1,-3.1,-65.4,-0.4,6.3,160.7,3.1,2.2,-5.8,95.2,1.7,-4,6,0,2,0,-3.4,-0.1,-0.3,-0.4
"oregon",2007,"Pac-8/10/12","Offense",13,18.8,31.8,59.1,215.8,2,47.3,251.7,5.3,2.5,79.1,467.5,5.9,10.2,13.4,1.1,24.7,6.1,55,1.1,0.8,1.8
"oregon",2007,"Pac-8/10/12","Defense",13,19.8,37.5,53,249.2,1.5,37.4,132.8,3.6,1,74.8,382,5.1,10.3,7.5,2.2,20,6.4,53.5,1,1.5,2.5
"oregon",2007,"Pac-8/10/12","Difference",0,-1,-5.7,6.1,-33.4,0.5,9.9,118.9,1.7,1.5,4.3,85.5,0.8,-0.1,5.9,-1.1,4.7,-0.3,1.5,0.1,-0.7,-0.7
"oregon",2006,"Pac-8/10/12","Offense",13,22.2,37.4,59.3,241,1.4,36.3,181.8,5,2,73.7,422.8,5.7,11.6,10.4,1.5,23.5,7.5,60,1.1,1.4,2.5
"oregon",2006,"Pac-8/10/12","Defense",13,15.3,27.8,55,173.5,1.3,34.8,148.6,4.3,1.6,62.6,322.1,5.1,8.1,7.5,2.4,17.9,6.8,61.5,0.5,1.2,1.7
"oregon",2006,"Pac-8/10/12","Difference",0,6.9,9.6,4.3,67.5,0.1,1.5,33.2,0.7,0.4,11.1,100.7,0.6,3.5,2.9,-0.9,5.6,0.7,-1.5,0.6,0.2,0.8
"oregon",2005,"Pac-8/10/12","Offense",12,25.3,40.2,62.9,304.5,2.3,35.6,134.3,3.8,1.3,75.8,438.8,5.8,13.7,6.7,2.2,22.5,8,72.3,0.8,0.8,1.6
"oregon",2005,"Pac-8/10/12","Defense",12,21,36.9,56.9,223.8,1.8,33.9,133.9,3.9,1,70.8,357.7,5,10,7.2,2,19.2,9.2,81.1,0.8,1.9,2.7
"oregon",2005,"Pac-8/10/12","Difference",0,4.3,3.3,6,80.7,0.5,1.7,0.4,-0.1,0.3,5,81.1,0.8,3.7,-0.5,0.2,3.3,-1.2,-8.8,0,-1.1,-1.1
"oregon",2004,"Pac-8/10/12","Offense",11,20.8,35.3,59,238.3,2,39,158.7,4.1,1.1,74.3,397,5.3,10.7,9.2,1.6,21.5,8.6,79.7,1.3,0.9,2.2
"oregon",2004,"Pac-8/10/12","Defense",11,16.5,31.3,52.9,216.8,1.7,36.9,122.1,3.3,1,68.2,338.9,5,10.5,6.6,1.8,18.9,6,52.9,0.8,1.2,2
"oregon",2004,"Pac-8/10/12","Difference",0,4.3,4,6.1,21.5,0.3,2.1,36.6,0.8,0.1,6.1,58.1,0.3,0.2,2.6,-0.2,2.6,2.6,26.8,0.5,-0.3,0.2
"oregon",2003,"Pac-8/10/12","Offense",13,19,32.8,57.8,252.9,1.8,37.6,131.9,3.5,1.2,70.5,384.8,5.5,10.5,7.6,1.6,19.8,7.8,69.7,1.1,1,2.1
"oregon",2003,"Pac-8/10/12","Defense",13,19.5,37.3,52.2,259.9,1.7,34.8,107.1,3.1,1.4,72.2,367,5.1,11.4,5.2,2.1,18.6,6.5,57.5,0.8,0.9,1.7
"oregon",2003,"Pac-8/10/12","Difference",0,-0.5,-4.5,5.6,-7,0.1,2.8,24.8,0.4,-0.2,-1.7,17.8,0.4,-0.9,2.4,-0.5,1.2,1.3,12.2,0.3,0.1,0.4
"oregon",2002,"Pac-8/10/12","Offense",13,16.5,31.7,51.9,227.6,2,36.6,145.6,4,1.6,68.3,373.2,5.5,9.4,7,1.5,17.8,8.5,71.2,0.6,0.8,1.5
"oregon",2002,"Pac-8/10/12","Defense",13,20.9,36.5,57.3,291.2,2.7,39,118.2,3,1,75.5,409.3,5.4,11.5,7.5,1.8,20.8,7.2,60.9,0.5,1.4,1.8
"oregon",2002,"Pac-8/10/12","Difference",0,-4.4,-4.8,-5.4,-63.6,-0.7,-2.4,27.4,1,0.6,-7.2,-36.1,0.1,-2.1,-0.5,-0.3,-3,1.3,10.3,0.1,-0.6,-0.3
"oregon",2001,"Pac-8/10/12","Offense",11,17.6,30.5,57.9,233.7,2.2,38,196.5,5.2,2.1,68.5,430.3,6.3,11,9.4,1.3,21.6,6.4,57.9,0.5,0.5,1
"oregon",2001,"Pac-8/10/12","Defense",11,19.7,39.2,50.3,285.2,1.3,34.7,121.3,3.5,1.5,73.9,406.5,5.5,12.1,5.8,1.8,19.7,5.5,48,0.6,1.6,2.3
